,Store Hours,Total Breweries
5180,"[{""day"":""Monday - Friday"",""hour"":""3:00 pm - 2:00 am""},{""day"":""Saturday"",""hour"":""12:00 pm - 2:00 am""},{""day"":""Sunday"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Sat"",""hour"":""Noon - 2:00 AM""},{""day"":""Mon - Fri"",""hour"":""3:00 PM - 2:00 AM""},{""day"":""Sun"",""hour"":""Noon - Midnight""},{""day"":""Mon - Sun"",""hour"":""11:00 am - 3:00 am""}]",1
5181,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - Midnight""}]",1
5182,"[{""day"":""Mon - Thu"",""hour"":""11:00 am - 7:00 pm""},{""day"":""Saturday"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 6:00 pm""},{""day"":""Sunday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 7:00 PM""}]",1
5183,"[{""day"":""Monday"",""hour"":""2:00 PM - 3:00 PM""},{""day"":""Thursday"",""hour"":""2:00 PM - 12:00 AM""},{""day"":""Friday"",""hour"":""2:00 PM - 2:00 AM""},{""day"":""Saturday"",""hour"":""12:00 PM - 2:00 AM""},{""day"":""Sunday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""Noon - 2:00 AM""},{""day"":""Sun"",""hour"":""Noon - 8:00 PM""},{""day"":""Thu"",""hour"":""2:00 PM - Midnight""},{""day"":""Fri"",""hour"":""2:00 PM - 2:00 AM""}]",1
5184,"[{""day"":""Wed"",""hour"":""04:00 PM-10:00 PM""},{""day"":""Sun"",""hour"":""12:00 PM-08:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM-11:00 PM""}]",1
5185,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - 3:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Sun"",""hour"":""11:00 am - 2:00 am""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 3:00 am""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 2:00 am""}]",1
5186,"[{""day"":""Monday"",""hour"":""4:00 pm - 10:00 pm""},{""day"":""Tuesday - Sunday"",""hour"":""11:00 am - 11:00 pm""}]",1
5187,"[{""day"":""Wednesday - Saturday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 5:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 5:00 PM""},{""day"":""Wed - Sat"",""hour"":""Noon - 7:00 PM""}]",1
5188,"[{""day"":""Saturday"",""hour"":""10:00 am - 6:00 pm""},{""day"":""Tuesday - Friday"",""hour"":""12:00 pm - 6:00 pm""}]",1
5189,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Sun"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Mon - Thu, Sun"",""hour"":""Noon - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""Noon - 11:00 PM""}]",1
5190,"[{""day"":""Monday - Friday"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Thursday - Friday"",""hour"":""5:00 PM - 10:00 PM""}]",1
5191,"[{""day"":""Mon - Tue"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Wed - Thu"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Sun"",""hour"":""11:00 AM - 9:00 PM""}]",1
5192,"[{""day"":""Wednesday - Thursday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Monday"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Monday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""10:30 am - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Mon - Fri"",""hour"":""10:30 AM - 10:00 PM""},{""day"":""Fri"",""hour"":""10:00 am - 10:00 pm""},{""day"":""Sun"",""hour"":""Noon - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 11:00 PM""}]",1
5193,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Sun - Thu"",""hour"":""11:00 - 22:00""},{""day"":""Fri - Sat"",""hour"":""11:00 - 00:00""}]",1
5194,"[{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 10:00 PM""}]",1
5195,"[{""day"":""Sat"",""hour"":""01:00 PM-10:00 PM""},{""day"":""Sun"",""hour"":""01:00 PM-08:00 PM""},{""day"":""Fri"",""hour"":""03:00 PM-10:00 PM""}]",1
5196,"[{""day"":""Sat - Sun"",""hour"":""Noon - 5:00 PM""},{""day"":""Fri"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Wed"",""hour"":""5:00 PM - 8:00 PM""}]",1
5197,"[{""day"":""Monday"",""hour"":""24 Hours""},{""day"":""Tuesday, Thursday - Friday"",""hour"":""3:00 PM - 7:00 PM""},{""day"":""Tue, Thu - Fri"",""hour"":""3:00 PM - 7:00 PM""},{""day"":""Mon"",""hour"":""3:00 AM - 3:00 AM""},{""day"":""Mon"",""hour"":""24 Hours""}]",1
5198,"[{""day"":""Sat"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Mon - Fri"",""hour"":""10:00 AM - 6:00 PM""}]",1
5199,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Sun"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 1:00 am""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 9:00 PM""}]",1
5200,"[{""day"":""Wed"",""hour"":""11:30 AM-02:00 PM""},{""day"":""Mon"",""hour"":""11:30 AM-02:00 PM""},{""day"":""Sun"",""hour"":""01:00 PM-10:00 PM""},{""day"":""Tue"",""hour"":""11:30 AM-02:00 PM""},{""day"":""Sat"",""hour"":""11:30 AM-02:00 PM""},{""day"":""Fri"",""hour"":""11:30 AM-02:00 PM""},{""day"":""Thu"",""hour"":""11:30 AM-02:00 PM""}]",1
5201,"[{""day"":""Sat"",""hour"":""Noon - 5:00 PM""},{""day"":""Thu - Fri"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Sat - Sun"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Thu - Fri"",""hour"":""4:00 PM - 7:00 PM""}]",1
5202,"[{""day"":""Monday - Sunday"",""hour"":""10:00 am - 3:30 pm""},{""day"":""Monday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Wednesday"",""hour"":""11:00 AM - 4:00 PM""},{""day"":""Thursday"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Friday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Saturday"",""hour"":""10:00 AM - 8:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 6:00 PM""}]",1
5203,"[{""day"":""Monday"",""hour"":""None""},{""day"":""Mon"",""hour"":""None""},{""day"":""Wed"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Sun"",""hour"":""Noon - 6:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Sat"",""hour"":""Noon - 9:00 PM""}]",1
5204,"[{""day"":""Monday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Friday"",""hour"":""3:00 PM - 12:00 AM""},{""day"":""Sunday"",""hour"":""1:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 10:00 PM""}]",1
5205,"[{""day"":""Monday, Wednesday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thursday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 7:00 PM""},{""day"":""Wednesday - Thursday"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Friday"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Saturday"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Sunday"",""hour"":""1:00 pm - 7:00 pm""},{""day"":""Sat"",""hour"":""Noon - 10:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 7:00 PM""},{""day"":""Thu - Fri"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""Noon - 9:00 PM""},{""day"":""Mon, Wed"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thu"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Fri"",""hour"":""3:00 PM - 10:00 PM""}]",1
5206,"[{""day"":""Saturday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 9:00 PM""}]",1
5207,"[{""day"":""Monday - Thursday"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Friday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Saturday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""10:00 - 22:00""},{""day"":""Mon - Thu"",""hour"":""11:30 - 22:00""},{""day"":""Fri"",""hour"":""11:30 - 00:00""},{""day"":""Sat"",""hour"":""10:00 - 00:00""}]",1
5208,"[{""day"":""Sun"",""hour"":""12:00 PM-06:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM-09:00 PM""}]",1
5209,"[{""day"":""Monday - Thursday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Friday - Saturday"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""11:30 AM - Midnight""},{""day"":""Sunday"",""hour"":""12:00 pm - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:30 am - 1:00 am""},{""day"":""Mon - Thu"",""hour"":""11:30 am - 12:00 am""},{""day"":""Sun"",""hour"":""12:00 pm - 9:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:30 am - 1:00 am""},{""day"":""Sun"",""hour"":""Noon - 9:00 PM""},{""day"":""Monday - Thursday"",""hour"":""11:30 am - 12:00 am""}]",1
5210,"[{""day"":""Wednesday - Friday"",""hour"":""11:00 am - 4:00 pm""},{""day"":""Saturday - Sunday"",""hour"":""11:00 am - 5:00 pm""}]",1
5211,"[{""day"":""Sun"",""hour"":""2:00 pm - 8:00 pm""},{""day"":""Fri"",""hour"":""2:00 pm - 11:00 pm""},{""day"":""Sat"",""hour"":""12:00 pm - 11:00 pm""},{""day"":""Mon - Thu"",""hour"":""2:00 pm - 10:00 pm""}]",1
5212,"[{""day"":""Monday - Tuesday, Sunday"",""hour"":""11:30 AM - 9:30 PM""},{""day"":""Wednesday - Thursday"",""hour"":""11:30 AM - 9:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:30 AM - 10:30 PM""},{""day"":""Fri - Sat"",""hour"":""11:30 AM - 10:30 PM""},{""day"":""Tue"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Thu - Sat"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Mon - Tue, Sun"",""hour"":""11:30 AM - 9:30 PM""},{""day"":""Wed - Thu"",""hour"":""11:30 AM - 9:00 PM""}]",1
5213,"[{""day"":""Monday, Wednesday - Friday"",""hour"":""10:00 AM - 7:00 PM""},{""day"":""Tuesday"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 3:00 PM""}]",1
5214,"[{""day"":""Monday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Tuesday - Wednesday"",""hour"":""10:00 AM - 3:00 PM""},{""day"":""Thursday"",""hour"":""9:00 AM - 4:00 PM""},{""day"":""Friday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Saturday"",""hour"":""9:00 AM - 5:00 PM""},{""day"":""Sunday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Wednesday"",""hour"":""10:00 AM - 3:00 PM""},{""day"":""Tuesday"",""hour"":""10:00 AM - 3:00 PM""},{""day"":""Sun"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Wed"",""hour"":""10:00 AM - 3:00 PM""},{""day"":""Fri"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Mon"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Tue - Wed"",""hour"":""10:00 AM - 3:00 PM""},{""day"":""Sat"",""hour"":""9:00 AM - 4:00 PM""},{""day"":""Thu"",""hour"":""9:00 AM - 4:00 PM""},{""day"":""Mon - Sun"",""hour"":""10:00 am - 4:00 pm""},{""day"":""Saturday"",""hour"":""9:00 AM - 4:00 PM""}]",1
5215,"[{""day"":""Fri - Sat"",""hour"":""8:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""8:00 am - 1:00 am""},{""day"":""Friday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""9:00 AM - 11:00 PM""},{""day"":""Thursday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Saturday"",""hour"":""8:00 AM - 1:00 AM""},{""day"":""Sun"",""hour"":""9:00 AM - 11:00 PM""},{""day"":""Wednesday "",""hour"":""11:00am - 12:00am ""},{""day"":""Friday "",""hour"":""8:00am - 1:00am ""},{""day"":""Tuesday "",""hour"":""11:00am - 12:00am ""},{""day"":""Sunday "",""hour"":""9:00am - 11:00pm ""},{""day"":""Monday "",""hour"":""11:00am - 12:00am ""},{""day"":""Thursday "",""hour"":""11:00am - 12:00am ""},{""day"":""Saturday "",""hour"":""8:00am - 1:00am ""},{""day"":""Fri - Sat"",""hour"":""8:00 am - 1:00 am""},{""day"":""Sun"",""hour"":""9:00 am - 11:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 12:00 am""}]",1
5216,"[{""day"":""Sat"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Mon - Fri"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""2:00 PM - 8:00 PM""}]",1
5217,"[{""day"":""Sun"",""hour"":""01:00 PM-08:00 PM""}]",1
5218,"[{""day"":""Wed - Sat"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Sun"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Mon - Tue"",""hour"":""11:00 AM - 5:00 PM""}]",1
5219,"[{""day"":""Wednesday - Sunday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Wed - Sun"",""hour"":""Noon - 9:00 PM""}]",1
5220,"[{""day"":""Fri"",""hour"":""3:00 AM - 9:00 PM""},{""day"":""Fri"",""hour"":""3:00 pm - 9:00 pm""}]",1
5221,"[{""day"":""Sun"",""hour"":""12:00 - 20:00""},{""day"":""Mon - Fri"",""hour"":""17:00 - 22:00""},{""day"":""Sat"",""hour"":""14:00 - 22:00""}]",1
5222,"[{""day"":""Sat"",""hour"":""01:00 PM-08:00 PM""},{""day"":""Sun"",""hour"":""12:00 PM-05:00 PM""},{""day"":""Fri"",""hour"":""05:00 PM-10:00 PM""},{""day"":""Thu"",""hour"":""05:00 PM-09:00 PM""}]",1
5223,"[{""day"":""Saturday - Sunday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Monday - Wednesday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Thursday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Sunday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Thursday - Friday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Friday - Sunday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Wednesday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Thursday - Sunday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Monday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Monday - Tuesday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Tuesday - Wednesday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Monday - Thursday"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Fri - Sun"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Wed - Thu"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Tue - Thu"",""hour"":""10:00 AM - 4:00 PM""},{""day"":""Mon"",""hour"":""10:00 AM - 4:00 PM""}]",1
5224,"[{""day"":""Sun"",""hour"":""Noon - 7:00 PM""},{""day"":""Fri"",""hour"":""3:00 PM - 11:00 PM""},{""day"":""Tue - Thu"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""Noon - 11:00 PM""}]",1
5225,"[{""day"":""Sunday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Saturday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Fri - Sat"",""hour"":""Noon - Midnight""},{""day"":""Fri"",""hour"":""11:00 AM - Midnight""},{""day"":""Sat"",""hour"":""Noon - Midnight""}]",1
5226,"[{""day"":""Monday - Sunday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Thursday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""2:00 PM - 1:00 AM""},{""day"":""Sunday"",""hour"":""1:00 PM - 10:00 PM""},{""day"":""Monday"",""hour"":""6:00 PM - 11:00 PM""},{""day"":""Tuesday"",""hour"":""6:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""2:00 PM - 1:00 AM""},{""day"":""Wed"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Tue"",""hour"":""6:00 PM - 10:00 PM""},{""day"":""Mon"",""hour"":""6:00 PM - 11:00 PM""}]",1
5227,"[{""day"":""Sun"",""hour"":""Noon - 8:00 PM""},{""day"":""Fri - Sat"",""hour"":""Noon - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""Noon - 11:00 PM""}]",1
5228,"[{""day"":""Wednesday - Thursday"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 5:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Wed"",""hour"":""None""},{""day"":""Mon"",""hour"":""None""},{""day"":""Thu"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Sun"",""hour"":""Noon - 5:00 PM""},{""day"":""Fri"",""hour"":""3:00 PM - 8:00 PM""},{""day"":""Mon - Wed"",""hour"":""None""}]",1
5229,"[{""day"":""Sat"",""hour"":""10am-5pm""},{""day"":""Sun"",""hour"":""11am-4pm""},{""day"":""Monday - Friday"",""hour"":""10:00 am - 6:00 pm""},{""day"":""Saturday"",""hour"":""10:00 am - 5:00 pm""},{""day"":""Sunday"",""hour"":""11:00 am - 4:00 pm""},{""day"":""Sat"",""hour"":""10:00 AM-05:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM-04:00 PM""}]",1
5230,"[{""day"":""Mon - Sat"",""hour"":""9:00 am - 10:00 pm""},{""day"":""Monday, Sunday"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Sun"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Mon - Sat"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""09:00 AM-09:00 PM""},{""day"":""Sun"",""hour"":""9:00 am - 9:00 pm""},{""day"":""Tuesday - Saturday"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Thu"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Wed"",""hour"":""8:00 AM - 11:00 PM""},{""day"":""Sun"",""hour"":""Noon - 4:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Mon - Fri"",""hour"":""10:00 AM - 7:00 PM""}]",1
5231,"[{""day"":""Sunday"",""hour"":""1:00 PM - 2:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 2:00 PM""},{""day"":""Mon - Sat"",""hour"":""10:00 am - 9:00 pm""},{""day"":""Tuesday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Tue"",""hour"":""Noon - 8:00 PM""}]",1
5232,"[{""day"":""Friday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Monday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Tuesday"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Mon - Wed"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Thu - Sat"",""hour"":""11:00 am - 12:00 am""},{""day"":""Mon"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Wed"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""Noon - 11:00 PM""},{""day"":""Tue"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Fri"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""Noon - 8:00 PM""}]",1
5233,"[{""day"":""Wednesday - Thursday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 9:00 PM""},{""day"":""Sun"",""hour"":""11:00 am - 5:00 pm""},{""day"":""Wed"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Thu"",""hour"":""3:00 am - 10:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 10:00 pm""}]",1
5234,"[{""day"":""Monday - Saturday"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Mon - Sat"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 6:00 PM""}]",1
5235,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 12:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 1:00 am""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 11:00 pm""}]",1
5236,"[{""day"":""Saturday"",""hour"":""7:00 PM - 1:00 AM""},{""day"":""Sunday"",""hour"":""7:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""12:00 pm - 2:30 pm7:00 pm - 12:00 am""}]",1
5237,"[{""day"":""Saturday"",""hour"":""11:00 am - 11:59 pm""},{""day"":""Sun"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""Noon - Midnight""},{""day"":""Mon - Thu"",""hour"":""Noon - 11:00 PM""},{""day"":""Tue - Sat"",""hour"":""11:00 AM - 11:00 PM""}]",1
5238,"[{""day"":""Sun"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Wed"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""1:00 PM - Midnight""},{""day"":""Fri"",""hour"":""2:00 PM - 11:00 PM""},{""day"":""Tue"",""hour"":""4:00 PM - 10:00 PM""}]",1
5239,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""}]",1
