,Store Hours,Total Breweries
1444,"[{""day"":""Wednesday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Thursday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""2:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Monday"",""hour"":""None""},{""day"":""Tuesday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Tuesday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Tue"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Mon"",""hour"":""6:00 PM - 7:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""2:00 PM - 11:00 PM""}]",1
1445,"[{""day"":""Monday - Thursday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Sunday"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Sun"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Saturday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM-09:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 10:00 PM""}]",1
1446,"[{""day"":""Sat"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Fri"",""hour"":""11:30 AM - 11:00 PM""}]",1
1447,"[{""day"":""Mon - Sun"",""hour"":""Noon - Midnight""},{""day"":""Mon - Sun"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Monday - Sunday"",""hour"":""12:00 PM - 12:00 AM""}]",1
1448,"[{""day"":""Friday"",""hour"":""9:00 AM - 6:00 PM""},{""day"":""Saturday"",""hour"":""6:00 AM - 3:00 PM""},{""day"":""Sunday"",""hour"":""7:00 AM - 8:00 PM""},{""day"":""Sat"",""hour"":""6:00 AM - 6:00 PM""},{""day"":""Thu"",""hour"":""24 Hours""},{""day"":""Sun"",""hour"":""7:00 AM - 8:00 PM""}]",1
1449,"[{""day"":""Fri"",""hour"":""4:00 PM - Midnight""},{""day"":""Thursday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Wednesday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Thu"",""hour"":""4:00 pm - 11:00 pm""},{""day"":""Wed"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Sun"",""hour"":""Noon - 5:00 PM""},{""day"":""Thu"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Sat"",""hour"":""Noon - Midnight""},{""day"":""Fri"",""hour"":""4:00 pm - 12:00 am""},{""day"":""Friday"",""hour"":""4:00 PM - 12:00 AM""},{""day"":""Sat"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Sun"",""hour"":""12:00 pm - 5:00 pm""},{""day"":""Wed"",""hour"":""4:00 pm - 9:00 pm""},{""day"":""Sunday"",""hour"":""12:00 PM - 5:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 12:00 AM""}]",1
1450,"[{""day"":""Fri - Sat"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sat"",""hour"":""11am-11pm""},{""day"":""Sun"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Thu"",""hour"":""11am-10pm""},{""day"":""Sun"",""hour"":""10am-9pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 12:00 am""}]",1
1451,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""9:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Friday"",""hour"":""11:00 am - 1:00 am""},{""day"":""Saturday"",""hour"":""9:00 am - 1:00 am""},{""day"":""Sunday"",""hour"":""9:00 am - 10:00 pm""},{""day"":""Sun"",""hour"":""09:00 - 22:00""},{""day"":""Mon - Thu"",""hour"":""11:00 - 00:00""},{""day"":""Fri"",""hour"":""11:00 - 01:00""},{""day"":""Sat"",""hour"":""09:00 - 01:00""}]",1
1452,"[{""day"":""Monday - Wednesday"",""hour"":""11:00 am - 7:00 pm""},{""day"":""Thursday - Saturday"",""hour"":""11:00 am - 8:00 pm""},{""day"":""Sunday"",""hour"":""11:00 am - 6:00 pm""},{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 9:00 PM""}]",1
1453,"[{""day"":""Monday - Thursday"",""hour"":""11:30 am - 12:00 am""},{""day"":""Friday"",""hour"":""11:00 am - 2:00 am""},{""day"":""Saturday"",""hour"":""11:30 am - 2:00 am""},{""day"":""Sunday"",""hour"":""11:30 am - 12:00 am""},{""day"":""Monday - Thursday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Friday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Saturday - Sunday"",""hour"":""11:30 AM - 2:00 AM""},{""day"":""Sun - Thu"",""hour"":""11:30 am - 12:00 am""},{""day"":""Fri"",""hour"":""11:00 am - 2:00 am""},{""day"":""Sat"",""hour"":""11:30 am - 2:00 am""},{""day"":""Sat - Sun"",""hour"":""11:30 AM - 2:00 AM""},{""day"":""Mon - Thu"",""hour"":""11:30 AM - Midnight""},{""day"":""Fri"",""hour"":""11:00 AM - 2:00 AM""}]",1
1454,"[{""day"":""Monday - Wednesday, Sunday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Thursday - Saturday"",""hour"":""2:00 PM - 12:00 AM""},{""day"":""Thu - Sat"",""hour"":""2:00 PM - Midnight""},{""day"":""Mon - Wed, Sun"",""hour"":""2:00 PM - 10:00 PM""}]",1
1455,"[{""day"":""Sat"",""hour"":""11:00 am - 7:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 3:00 pm""},{""day"":""Wed - Fri"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Saturday"",""hour"":""1:00 pm - 7:00 pm""}]",1
1456,"[{""day"":""Sunday"",""hour"":""1:00 PM - 7:00 PM""},{""day"":""Saturday"",""hour"":""1:00 PM - 10:30 PM""},{""day"":""Saturday"",""hour"":""1:00 PM - 10:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Monday"",""hour"":""4:00 PM - 7:00 PM""},{""day"":""Thursday - Friday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""1:00 PM - 9:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 10:30 PM""},{""day"":""Fri"",""hour"":""4:00 PM - 9:00 PM""}]",1
1457,"[{""day"":""Tue"",""hour"":""7:00 AM - 6:00 PM""},{""day"":""Thu"",""hour"":""7:00 AM - 4:00 PM""},{""day"":""Monday - Wednesday"",""hour"":""7:00 AM - 6:00 PM""},{""day"":""Fri"",""hour"":""7:00 AM - 5:00 PM""},{""day"":""Sat"",""hour"":""None""},{""day"":""Saturday - Sunday"",""hour"":""None""},{""day"":""Thursday"",""hour"":""7:00 AM - 4:00 PM""},{""day"":""Tue - Wed"",""hour"":""7:00 AM - 6:00 PM""},{""day"":""Monday"",""hour"":""7:00 AM - 6:00 PM""},{""day"":""Wed"",""hour"":""7:00 AM - 6:00 PM""},{""day"":""Sat - Sun"",""hour"":""None""},{""day"":""Sunday"",""hour"":""None""},{""day"":""Friday"",""hour"":""7:00 AM - 5:00 PM""},{""day"":""Sun"",""hour"":""None""},{""day"":""Mon"",""hour"":""7:00 AM - 2:00 PM""},{""day"":""Sat"",""hour"":""2:00 PM - 3:00 PM""},{""day"":""Wednesday"",""hour"":""7:00 AM - 6:00 PM""}]",1
1458,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 9:00 PM""}]",1
1459,"[{""day"":""Tuesday - Thursday"",""hour"":""10:30 am - 11:00 pm""},{""day"":""Friday"",""hour"":""10:30 am - 12:00 am""},{""day"":""Saturday"",""hour"":""10:00 am - 12:00 am""},{""day"":""Sunday"",""hour"":""10:00 am - 10:00 pm""},{""day"":""Tuesday - Thursday"",""hour"":""10:30 AM - 11:00 PM""},{""day"":""Friday"",""hour"":""10:30 AM - 12:00 AM""},{""day"":""Saturday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Tue - Thu"",""hour"":""10:30 AM - 11:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM - Midnight""},{""day"":""Sun"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Fri"",""hour"":""10:30 AM - Midnight""},{""day"":""Fri"",""hour"":""10:30 am - 12:00 am""},{""day"":""Sun"",""hour"":""10:00 am - 10:00 pm""},{""day"":""Tue - Thu"",""hour"":""10:30 am - 11:00 pm""},{""day"":""Sat"",""hour"":""10:00 am - 12:00 am""}]",1
1460,"[{""day"":""Tuesday - Friday"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Sun"",""hour"":""12pm-6pm""},{""day"":""Sat"",""hour"":""12pm-10pm""},{""day"":""Wed - Fri"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""12:00 PM-10:00 PM""},{""day"":""Fri"",""hour"":""5pm-10pm""},{""day"":""Sun"",""hour"":""Noon - 6:00 PM""},{""day"":""Sun"",""hour"":""12:00 PM-06:00 PM""},{""day"":""Sat"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Wednesday - Friday"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Thu - Fri"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""12:00 pm - 6:00 pm""},{""day"":""Thu - Fri"",""hour"":""5:00 pm - 10:00 pm""},{""day"":""Sat"",""hour"":""Noon - 10:00 PM""}]",1
1461,"[{""day"":""Thursday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 5:00 PM""},{""day"":""Mon - Fri"",""hour"":""8:30 am - 4:30 pm""}]",1
1462,"[{""day"":""Mon - Sun"",""hour"":""11:30 AM - 6:00 PM""}]",1
1463,"[{""day"":""Wednesday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thursday"",""hour"":""3:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Thu - Fri"",""hour"":""3:00 PM - 8:00 PM""},{""day"":""Sat"",""hour"":""Noon - 6:00 PM""},{""day"":""Sun"",""hour"":""Noon - 5:00 PM""}]",1
1464,"[{""day"":""Sun"",""hour"":""7:00 am - 11:00 pm""},{""day"":""Mon"",""hour"":""11:00 AM - 2:00 PM""},{""day"":""Mon - Thu"",""hour"":""7:00 am - 11:00 pm""},{""day"":""Mon - Sun"",""hour"":""10:00 AM - 2:00 AM""},{""day"":""Fri - Sat"",""hour"":""7:00 am - 2:30 am""},{""day"":""Sun"",""hour"":""Noon - 9:00 PM""}]",1
1465,"[{""day"":""Sunday"",""hour"":""11:00 am - 4:00 pm""},{""day"":""Saturday"",""hour"":""10:00 am - 5:00 pm""},{""day"":""Friday"",""hour"":""10:30 am - 6:00 pm""},{""day"":""Thursday"",""hour"":""12:00 pm - 6:00 pm""},{""day"":""Wednesday"",""hour"":""11:30 am - 5:00 pm""},{""day"":""Monday"",""hour"":""12:00 pm - 4:00 pm""}]",1
1466,"[{""day"":""Tuesday "",""hour"":""4:00pm - 9:00pm ""},{""day"":""Sunday"",""hour"":""1:00 pm - 7:00 pm""},{""day"":""Saturday "",""hour"":""1:00pm - 9:00pm ""},{""day"":""Friday "",""hour"":""4:00pm - 9:00pm ""},{""day"":""Thursday - Friday"",""hour"":""4:00 pm - 9:00 pm""},{""day"":""Monday "",""hour"":""Closed ""},{""day"":""Wednesday "",""hour"":""4:00pm - 9:00pm ""},{""day"":""Sunday "",""hour"":""1:00pm - 7:00pm ""},{""day"":""Thursday "",""hour"":""4:00pm - 9:00pm ""},{""day"":""Saturday"",""hour"":""1:00 pm - 9:00 pm""}]",1
1467,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Sunday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 1:00 am""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 2:00 am""}]",1
1468,"[{""day"":""Sun"",""hour"":""8:00 am - 9:00 pm""},{""day"":""Wed - Thu"",""hour"":""11:30 am - 9:00 pm""},{""day"":""Fri"",""hour"":""11:30 am - 11:00 pm""},{""day"":""Sat"",""hour"":""8:00 am - 11:00 pm""},{""day"":""Saturday"",""hour"":""8:00 am - 11:00 pm""},{""day"":""Sun"",""hour"":""11:30 AM-09:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Wed"",""hour"":""Noon - 9:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Thu"",""hour"":""11:00 AM - 10:00 PM""}]",1
1469,"[{""day"":""Fri, Sun"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Sat"",""hour"":""11:00 AM - 3:00 AM""},{""day"":""Mon - Thu"",""hour"":""5:00 PM - 2:00 AM""},{""day"":""Friday, Sunday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Thu"",""hour"":""04:00 PM-02:00 AM""},{""day"":""Saturday"",""hour"":""11:00 AM - 3:00 AM""},{""day"":""Sat"",""hour"":""11:00 AM-03:00 AM""},{""day"":""Fri"",""hour"":""11:00 AM-02:00 AM""},{""day"":""Sun"",""hour"":""11:00 AM-02:00 AM""},{""day"":""Monday - Thursday"",""hour"":""5:00 PM - 2:00 AM""},{""day"":""Mon"",""hour"":""04:00 PM-02:00 AM""},{""day"":""Tue"",""hour"":""04:00 PM-02:00 AM""},{""day"":""Wed"",""hour"":""04:00 PM-02:00 AM""}]",1
1470,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sun - Thu"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 11:00 PM""}]",1
1471,"[{""day"":""Friday "",""hour"":""4:00pm - 12:00am ""},{""day"":""Thursday "",""hour"":""4:00pm - 12:00am ""},{""day"":""Saturday "",""hour"":""11:00am - 12:00am ""},{""day"":""Tuesday "",""hour"":""4:00pm - 12:00am ""},{""day"":""Monday "",""hour"":""Closed ""},{""day"":""Sunday "",""hour"":""11:00am - 12:00am ""},{""day"":""Wednesday "",""hour"":""4:00pm - 12:00am ""}]",1
1472,"[{""day"":""Sat"",""hour"":""4:00 PM - Midnight""},{""day"":""Mon - Fri"",""hour"":""11:30 AM - Midnight""}]",1
1473,"[{""day"":""Fri - Sat"",""hour"":""12:00 pm - 2:00 am""},{""day"":""Sun"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Mon - Wed"",""hour"":""2:00 pm - 12:00 am""},{""day"":""Thu"",""hour"":""2:00 pm - 1:00 am""}]",1
1474,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:30 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:30 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:30 AM - Midnight""}]",1
1475,"[{""day"":""Fri - Sat"",""hour"":""3:00 PM - 8:00 PM""},{""day"":""Sun"",""hour"":""Noon - 8:00 PM""}]",1
1476,"[{""day"":""Monday - Thursday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Sunday"",""hour"":""11:00 am - 10:00 pm""}]",1
1477,"[{""day"":""Sun"",""hour"":""11:00 am - 5:00 pm""},{""day"":""Sat"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Tue - Wed"",""hour"":""10:00 am - 6:00 pm""},{""day"":""Sun"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Thu"",""hour"":""10:00 am - 8:00 pm""},{""day"":""Fri"",""hour"":""10:00 am - 6:00 pm""},{""day"":""Thu"",""hour"":""10:00 AM - 8:00 PM""},{""day"":""Tue - Wed, Fri"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sat"",""hour"":""10:00 am - 5:00 pm""}]",1
1478,"[{""day"":""Saturday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Wed - Fri"",""hour"":""4:30 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""Noon - 9:00 PM""},{""day"":""Wednesday - Friday"",""hour"":""4:30 PM - 9:00 PM""}]",1
1479,"[{""day"":""Wednesday - Sunday"",""hour"":""11:00 am - 6:00 pm""}]",1
1480,"[{""day"":""Fri"",""hour"":""3:00 pm - 12:00 am""},{""day"":""Sat"",""hour"":""11:00 am - 12:00 pm""},{""day"":""Tue - Thu"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Fri"",""hour"":""3:00 pm - 12:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Sat"",""hour"":""11:00 am - 12:00 am""}]",1
1481,"[{""day"":""Monday"",""hour"":""12:00 PM - 4:00 PM""},{""day"":""Tuesday - Wednesday"",""hour"":""None""},{""day"":""Thursday"",""hour"":""4:00 PM - 7:00 PM""},{""day"":""Friday"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Wednesday"",""hour"":""None""},{""day"":""Monday"",""hour"":""2:00 PM - 4:00 PM""}]",1
1482,"[{""day"":""Monday - Thursday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""2:00 PM - 7:00 PM""},{""day"":""Fri"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""2:00 PM - 7:00 PM""},{""day"":""Mon - Thu"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""2:00 PM - 10:00 PM""}]",1
1483,"[{""day"":""Wednesday - Sunday"",""hour"":""5:00 PM - 2:00 AM""},{""day"":""Wed - Sun"",""hour"":""5:00 PM - 2:00 AM""}]",1
1484,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Friday - Saturday"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Fri - Sat"",""hour"":""9:00 AM - 9:00 PM""}]",1
1485,"[{""day"":""Thursday"",""hour"":""4:00 pm - 8:00 pm""},{""day"":""Friday - Sunday"",""hour"":""12:00 pm - 8:00 pm""},{""day"":""Saturday - Sunday"",""hour"":""12:00 pm - 8:00 pm""},{""day"":""Friday"",""hour"":""2:00 pm - 8:00 pm""}]",1
1486,"[{""day"":""Tue"",""hour"":""10:00 AM-06:00 PM""},{""day"":""Fri"",""hour"":""10:00 AM-06:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM-04:00 PM""},{""day"":""Wed"",""hour"":""10:00 AM-06:00 PM""},{""day"":""Mon"",""hour"":""10:00 AM-06:00 PM""},{""day"":""Thu"",""hour"":""10:00 AM-06:00 PM""}]",1
1487,"[{""day"":""Monday - Saturday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Mon - Sat"",""hour"":""10:00 AM - Midnight""},{""day"":""Sun"",""hour"":""12:00 PM-12:00 AM""},{""day"":""Tue"",""hour"":""10:00 AM-12:00 AM""},{""day"":""Mon"",""hour"":""10:00 AM-12:00 AM""},{""day"":""Fri"",""hour"":""10:00 AM-12:00 AM""},{""day"":""Sun"",""hour"":""Noon - Midnight""},{""day"":""Wed"",""hour"":""10:00 AM-12:00 AM""},{""day"":""Sat"",""hour"":""10:00 AM-12:00 AM""},{""day"":""Thu"",""hour"":""10:00 AM-12:00 AM""}]",1
1488,"[{""day"":""Monday - Sunday"",""hour"":""6:00 AM - 1:00 AM""},{""day"":""Monday - Sunday"",""hour"":""6:00 am - 1:00 am""},{""day"":""Mon - Sun"",""hour"":""6:00 AM - 1:00 AM""},{""day"":""Monday - Sunday"",""hour"":""6:00 am - 1:00 pm""},{""day"":""Mon - Sun"",""hour"":""6:00 am - 1:00 pm""},{""day"":""Mon - Sun"",""hour"":""6:00 AM - 9:00 PM""},{""day"":""Mon - Sun"",""hour"":""6:00 AM - 8:00 PM""}]",1
1489,"[{""day"":""Sun"",""hour"":""11:00 AM-03:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM-05:00 PM""}]",1
1490,"[{""day"":""Monday - Saturday"",""hour"":""11:00 AM - 2:30 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 2:30 AM""},{""day"":""Sun - Sat"",""hour"":""11:00 - 02:30""},{""day"":""Mon - Sat"",""hour"":""11:00 AM - 2:30 AM""},{""day"":""Saturday"",""hour"":""11:00 am - 2:30 am""},{""day"":""Sun"",""hour"":""10:00 AM - 2:30 AM""}]",1
1491,"[{""day"":""Thursday"",""hour"":""7:00 PM - 12:00 AM""},{""day"":""Friday - Saturday"",""hour"":""7:00 PM - 1:00 AM""},{""day"":""Sunday"",""hour"":""7:00 PM - 11:00 PM""},{""day"":""Monday"",""hour"":""None""},{""day"":""Tuesday"",""hour"":""8:00 PM - 11:00 PM""},{""day"":""Wednesday"",""hour"":""8:00 PM - 12:00 AM""},{""day"":""Saturday"",""hour"":""7:00 pm - 2:00 am""}]",1
1492,"[{""day"":""Monday - Thursday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sunday"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Thursday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Monday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Wednesday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Sun"",""hour"":""12:00 - 22:00""},{""day"":""Mon - Thu"",""hour"":""11:00 - 23:00""},{""day"":""Fri - Sat"",""hour"":""11:00 - 01:00""},{""day"":""Tuesday"",""hour"":""5:00 PM - 9:00 PM""}]",1
1493,"[{""day"":""Sun"",""hour"":""12:00 PM-05:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM-06:00 PM""}]",1
1494,"[{""day"":""Mon - Sun"",""hour"":""2:00 am - 2:00 am""}]",1
1495,"[{""day"":""Mon"",""hour"":""04:00 PM-12:00 AM""},{""day"":""Tue"",""hour"":""04:00 PM-12:00 AM""},{""day"":""Wed"",""hour"":""11:30 AM-12:00 AM""},{""day"":""Sun"",""hour"":""11:30 AM-12:00 AM""},{""day"":""Thu"",""hour"":""11:30 AM-02:00 AM""},{""day"":""Sat"",""hour"":""11:30 AM-02:00 AM""},{""day"":""Fri"",""hour"":""11:30 AM-02:00 AM""}]",1
1496,"[{""day"":""Tuesday - Thursday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Sunday"",""hour"":""1:00 PM - 6:00 PM""}]",1
1497,"[{""day"":""Monday"",""hour"":""None""},{""day"":""Tuesday"",""hour"":""6:00 PM - 7:00 PM""},{""day"":""Wednesday"",""hour"":""2:00 PM - 7:00 PM""},{""day"":""Thursday"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""8:00 AM - 8:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 4:00 PM""},{""day"":""Tue"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Sat"",""hour"":""8:00 AM - 8:00 PM""},{""day"":""Mon"",""hour"":""None""},{""day"":""Tuesday"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Thu"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Sun"",""hour"":""Noon - 4:00 PM""},{""day"":""Fri"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Fri"",""hour"":""3:00 PM - 8:00 PM""},{""day"":""Wed"",""hour"":""2:00 PM - 7:00 PM""}]",1
1498,"[{""day"":""Wed - Thu"",""hour"":""11:30 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:30 AM - Midnight""},{""day"":""Saturday"",""hour"":""11:30 am - 12:00 am""},{""day"":""Sun"",""hour"":""11:30 AM - 8:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:30 am - 11:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:30 am - 12:00 am""}]",1
1499,"[{""day"":""Sun"",""hour"":""9:00 AM - 5:00 PM""},{""day"":""Thu"",""hour"":""9:00 AM - 7:00 PM""}]",1
1500,"[{""day"":""Sun - Thu"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sat"",""hour"":""11am-1am""},{""day"":""Thu"",""hour"":""11am-12am""},{""day"":""Saturday"",""hour"":""11:00 am - 1:00 am""}]",1
